Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Outlet_Lifetime,Outlet_Identifier,Item_Fat_Content_Regular,Item_Fat_Content_bad,Item_Type_Extracted_FD,Item_Type_Extracted_NC,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049
FDR11,10.5,0.143344479,Breads,158.4578,2007,,test,0.9348909869507851,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DRP47,15.75,0.140888464,Hard Drinks,250.7382,2002,,test,0.8731863815182245,23,OUT045,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRC49,8.67,0.114571006,Soft Drinks,143.6128,1985,,test,1.6148105869794103,40,OUT019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ47,7.155,0.167371926,Breads,36.4874,1985,,test,0.8704928776779763,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDL20,17.1,0.128307691,Fruits and Vegetables,111.3886,1987,,test,0.9240652909167547,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDM34,19.0,0.0703633571,Snack Foods,130.9626,2004,,test,0.909090909090909,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCN55,14.6,0.059440998,Others,239.4538,1987,,test,0.9322492476994892,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDD41,6.765,0.087243604,Frozen Foods,104.4306,2004,,test,0.9988808408413379,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE52,10.395,0.029933264,Dairy,90.1514,1999,,test,1.016962052739827,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT18,14.6,0.104010753,Household,179.1976,1985,,test,1.531537199384384,40,OUT019,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDJ32,10.695,0.058027764,Fruits and Vegetables,59.6536,2009,,test,0.9370146514139603,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDE16,8.895,0.026343715,Frozen Foods,210.1954,1997,,test,0.874728798017553,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ09,17.6,0.105091664,Snack Foods,163.0868,2002,,test,0.9315179235561286,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRZ11,8.85,0.112664944,Soft Drinks,123.5388,1997,,test,0.9990697502324937,28,OUT046,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDK41,14.3,0.127740015,Frozen Foods,86.5224,1999,,test,0.8760887608256773,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE56,17.25,0.159442933,Fruits and Vegetables,61.3194,1999,,test,0.9237238320478034,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH34,8.63,0.03106937,Snack Foods,186.0582,1987,,test,0.9215224220297803,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
DRI49,14.15,0.183354585,Soft Drinks,80.9276,1987,,test,0.9982383493665381,38,OUT013,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
DRI59,9.5,0.04083467,Hard Drinks,224.7088,1997,,test,1.0147657657497304,28,OUT046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRC36,13.0,0.045054813,Soft Drinks,173.8054,1999,,test,0.8727201446534869,26,OUT049,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS15,9.195,0.136674035,Meat,105.8596,1985,,test,1.5315371950869727,40,OUT019,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDI07,12.35,0.03389839,Meat,196.0426,2009,,test,0.928514089391907,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDZ15,13.1,0.020955763,Dairy,118.6782,2009,,test,0.9285822568440426,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCX41,19.0,0.017633471,Health and Hygiene,211.3244,1985,,test,0.927094629018025,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
NCO29,11.15,0.056476427,Health and Hygiene,166.2526,1985,,test,1.6148105945164448,40,OUT019,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDF57,14.5,0.058778429,Fruits and Vegetables,168.4448,1987,,test,0.9240453481962846,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDI33,16.5,0.028413443,Snack Foods,90.9146,2004,,test,0.9988808379675567,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRJ47,18.25,0.044319101,Hard Drinks,172.008,1999,,test,0.8760887568262846,26,OUT049,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB34,15.25,0.026609813,Snack Foods,86.3198,1997,,test,0.9296326092428179,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY22,16.5,0.158947217,Snack Foods,143.3128,1985,,test,0.8673442172600537,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
DRL11,10.5,0.048289771,Hard Drinks,158.3946,2007,,test,0.9348909882919734,18,OUT017,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY46,18.6,0.047880884,Snack Foods,188.7898,2004,,test,0.998880845919213,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG17,6.865,0.035810387,Frozen Foods,243.1486,1987,,test,0.9215224109675336,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDE52,10.395,0.026163558125,Dairy,88.5514,2009,,test,0.888888888888889,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRP47,15.75,0.139922439,Hard Drinks,251.5382,1985,,test,0.8671992350176697,40,OUT027,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDO01,21.1,0.034678781,Breakfast,127.7994,1998,,test,1.4641166610996896,27,OUT010,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDL09,19.6,0.128036069,Snack Foods,169.6816,1997,,test,0.8747287895407929,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDR57,5.675,0.023477413,Snack Foods,157.7288,1987,,test,0.998238338253448,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
DRD37,9.8,0.013351790444444445,Soft Drinks,48.006,2004,,test,0.9,21,OUT035,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ36,7.8549999999999995,0.16076514,Baking Goods,39.0848,1985,,test,1.045741138513605,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDL33,7.235,0.100117939,Snack Foods,196.7452,1999,,test,0.9344762955140201,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDL48,19.35,0.082433257,Baking Goods,49.7034,2002,,test,0.9315179218752333,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDL28,10.0,0.063272773,Frozen Foods,230.9668,1999,,test,1.0163708663822988,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCN29,15.2,0.010004942777777777,Health and Hygiene,47.5034,1997,,test,0.75,28,OUT046,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO13,7.865,0.061048127,Breakfast,165.9526,2004,,test,0.9221155267112036,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB38,19.5,0.02740216,Canned,161.792,2002,,test,0.9620429298305754,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI36,12.5,0.062331643,Baking Goods,196.3426,2004,,test,0.9334778012450653,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI58,7.64,0.070691105,Snack Foods,91.412,2004,,test,0.9988808371522077,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH22,6.405,0.136856178,Snack Foods,128.9678,2009,,test,1.0031395329040136,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDQ27,5.19,0.044215795,Meat,104.999,1987,,test,0.9235546517982564,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDT33,7.81,0.033990657,Snack Foods,166.1158,1997,,test,1.0150869263859548,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC56,7.72,0.121767168,Fruits and Vegetables,119.144,2002,,test,0.9315179264111108,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF14,7.55,0.027169816,Canned,154.834,1997,,test,0.9990697410007228,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ39,14.8,0.081500543,Meat,192.2846,2007,,test,0.93823376106616,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCM43,14.5,0.019585531,Others,164.621,2007,,test,0.8796766007526414,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS46,17.6,0.047248393,Snack Foods,120.0782,2004,,test,0.9221155278331828,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI22,12.6,0.096362017,Snack Foods,207.4612,1999,,test,0.8760887619534325,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCE43,12.5,0.103652052,Household,170.4448,2002,,test,0.876502764788038,23,OUT045,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ36,6.035,0.110108566,Baking Goods,186.124,1998,,test,1.4579266267857858,27,OUT010,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDR13,9.895,0.05028647,Canned,115.8492,1985,,test,1.5315371980399308,40,OUT019,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDP46,15.35,0.074919567,Snack Foods,89.383,2009,,test,0.9532432309717841,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDW56,7.68,0.124137242,Fruits and Vegetables,191.8162,1985,,test,1.531537198867685,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDB40,17.5,0.007582533,Dairy,145.5102,2007,,test,0.9266505933868171,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM28,15.7,0.045387996,Frozen Foods,178.866,2009,,test,0.8782920721725795,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV49,10.0,0.025805706,Canned,264.6226,1987,,test,0.9215224107428516,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCS53,14.5,0.090143906,Health and Hygiene,156.8604,2009,,test,0.9260469382153088,16,OUT018,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDO03,10.395,0.03694032,Meat,228.8352,1999,,test,0.9261847769147031,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT15,12.15,0.042673451,Meat,183.595,2004,,test,0.8745633856637297,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD33,12.85,0.108360852,Fruits and Vegetables,230.6642,1999,,test,0.9602437364927154,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX13,7.725,0.0498207037,Canned,250.9092,2007,,test,0.9090909090909091,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH60,19.7,0.080669843,Baking Goods,197.311,1987,,test,0.9487760114409135,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
DRH51,17.6,0.097216576,Dairy,86.1856,1997,,test,0.9243238463604678,28,OUT046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCL07,13.85,0.03049159922222222,Others,41.948,1999,,test,0.8999999999999999,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW51,6.155,0.094851844,Meat,213.856,2002,,test,0.9315179232545504,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF21,10.3,0.102999154,Fruits and Vegetables,187.953,1985,,test,1.547207216301986,40,OUT019,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDH26,19.25,0.06075476,Canned,140.1496,1985,,test,1.6148105893187545,40,OUT019,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDJ03,12.35,0.072507467,Dairy,50.2692,1999,,test,0.9310779375913064,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU35,6.44,0.079663441,Breads,97.97,2007,,test,0.9643286806724128,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DRL01,19.5,0.077486687,Soft Drinks,231.8958,2009,,test,0.8749847701508657,16,OUT018,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDE59,12.15,0.062414139,Starchy Foods,36.7532,2002,,test,0.931517922441627,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI60,7.22,0.038313974,Baking Goods,63.951,2004,,test,0.9294568169392148,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRH39,20.7,0.092672678,Dairy,77.267,2004,,test,0.9597423685572837,21,OUT035,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDK36,7.09,0.007226532,Baking Goods,49.3034,1999,,test,0.9349353349099773,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDN52,9.395,0.131836711,Frozen Foods,85.2198,2002,,test,0.9315179273239196,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU12,15.5,0.076179549,Baking Goods,263.1568,2007,,test,0.8796766155667023,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCT05,10.895,0.020850388,Health and Hygiene,255.8672,1985,,test,0.9942317037471634,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDS37,7.655,0.031790174,Canned,117.2492,1985,,test,0.9251308274823301,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDK24,9.195,0.101867911,Baking Goods,46.4744,2007,,test,0.9551893137014289,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF36,16.1,0.023557678,Soft Drinks,191.5846,1987,,test,0.9288589921764525,38,OUT013,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDN46,7.21,0.242083443,Snack Foods,101.2332,1998,,test,1.5627459646570225,27,OUT010,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NCN06,8.39,0.120741638,Household,162.3868,2002,,test,0.9315179258255931,23,OUT045,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD59,10.5,0.066168292,Starchy Foods,80.696,2004,,test,1.0146012497403136,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM14,13.8,0.013290868,Canned,109.5254,2002,,test,1.0010958986860703,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO10,13.65,0.0085099589,Snack Foods,56.3588,2009,,test,0.7142857142857142,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDU35,6.44,0.079149445,Breads,98.17,1987,,test,0.9581067414951822,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCA30,19.0,0.129860583,Household,188.7872,2009,,test,0.9368468415197271,16,OUT018,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCO41,12.5,0.018878167,Health and Hygiene,97.3384,1999,,test,0.9310779305914839,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI24,10.3,0.078743805,Baking Goods,175.837,1997,,test,0.9222899206133447,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ16,16.85,0.159855844,Frozen Foods,192.7478,1997,,test,0.8717753269965618,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV47,17.1,0.054207549,Breads,82.7566,1997,,test,0.9249991171999008,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV16,7.75,0.08068504422222222,Frozen Foods,34.5558,2002,,test,0.8999999999999999,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ22,9.395,0.045261336,Snack Foods,81.925,2004,,test,0.9221155240146756,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDO20,12.85,0.254630746,Fruits and Vegetables,254.0382,1998,,test,1.5617277305185853,27,OUT010,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDW38,5.325,0.1065376495,Dairy,55.6298,1987,,test,0.7692307692307692,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDW52,14.0,0.037598636,Frozen Foods,164.0526,2002,,test,1.001095880307723,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT43,16.35,0.035976809,Fruits and Vegetables,51.2324,1985,,test,1.5315371968095686,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NCS29,9.0,0.069686501,Health and Hygiene,264.6884,2002,,test,0.8765027695834398,23,OUT045,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCC31,8.02,0.019982858,Household,154.5972,2007,,test,0.876294202339746,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA21,13.65,0.0314736785,Snack Foods,186.6924,2007,,test,0.888888888888889,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ55,13.65,0.013038075,Fruits and Vegetables,116.1834,1997,,test,0.9990697854046766,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCE54,20.7,0.026941678,Household,75.9354,1999,,test,0.926703799066759,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD45,8.615,0.1095635301,Fruits and Vegetables,93.8436,2007,,test,0.8333333333333333,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCP17,19.35,0.027871135,Health and Hygiene,63.8168,2007,,test,1.056745232939584,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR47,17.85,0.087452117,Breads,193.1794,2004,,test,0.9314298194409776,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRM35,9.695,0.070385933,Hard Drinks,177.3344,1987,,test,0.9982383422250026,38,OUT013,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDR47,17.85,0.153146326,Breads,194.2794,1985,,test,1.6311218031946455,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDX19,19.1,0.161912574,Fruits and Vegetables,233.9958,1998,,test,1.556014391042591,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDV22,14.85,0.009890655,Snack Foods,156.263,1985,,test,0.9251307711655223,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDQ46,7.51,0.10331031,Snack Foods,111.2544,1985,,test,0.9942317086397948,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
DRO47,10.195,0.11245226,Hard Drinks,112.286,2002,,test,0.9349382520822223,23,OUT045,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDB44,6.655,0.028385607,Fruits and Vegetables,210.6586,1998,,test,1.5627459350331339,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDN02,16.5,0.123572515,Canned,205.1638,1998,,test,1.5560143960154886,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDW10,21.2,0.070819614,Snack Foods,174.537,2002,,test,0.8849896311465426,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ41,6.85,0.04006567,Frozen Foods,262.5594,1985,,test,1.5315371989180193,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDM50,13.0,0.030089171,Canned,58.322,1997,,test,1.0207928657592447,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW10,21.2,0.070662917,Snack Foods,177.037,2004,,test,0.8830314840683651,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY48,14.0,0.023771773,Baking Goods,102.2332,1999,,test,0.9237238182924795,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCE30,16.0,0.098655965,Household,212.9902,1985,,test,0.9205695216779278,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDO04,16.6,0.026591024,Frozen Foods,56.7614,2002,,test,1.0176726355332844,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ26,13.5,0.113604487,Dairy,57.9562,1998,,test,1.5620074801274078,27,OUT010,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NCX29,10.0,0.089515698,Health and Hygiene,146.1102,2009,,test,0.8782920658148705,16,OUT018,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDE39,7.89,0.036134504,Dairy,117.7782,1997,,test,0.9222899182454761,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCR54,16.35,0.090123641,Household,194.811,1985,,test,0.9203364952883047,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
NCP55,14.65,0.011135837,Others,56.8614,1985,,test,0.946848268564818,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDX22,6.785,0.023104767,Snack Foods,211.2928,2007,,test,0.8796766120063243,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI05,8.35,0.126845728,Frozen Foods,74.0354,2004,,test,0.9221155226155215,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC51,10.895,0.009286257666666667,Dairy,124.873,1985,,test,0.8999999999999999,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDC10,9.8,0.072817026,Snack Foods,119.2098,1987,,test,0.8740008608095825,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDJ46,11.1,0.039250881375,Snack Foods,174.3054,2002,,test,0.888888888888889,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDV10,7.645,0.111652253,Snack Foods,44.2112,1998,,test,1.4791265237642706,27,OUT010,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDX12,18.2,0.025938267,Baking Goods,242.5196,1985,,test,0.9540989797388659,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDL43,10.1,0.047386238,Meat,77.867,1985,,test,1.614810596088597,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DRB13,6.115,0.00704434,Soft Drinks,189.053,1997,,test,0.9325258666179945,28,OUT046,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF59,12.5,0.070899006,Starchy Foods,128.002,1985,,test,0.8676854182341244,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDT35,19.85,0.081582021,Breads,167.8816,1999,,test,1.0169620586307468,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCJ19,18.6,0.118157664,Others,58.3588,2004,,test,0.9388452718777758,21,OUT035,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT35,19.85,0.0713078245,Breads,169.6816,2009,,test,0.888888888888889,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDI48,11.85,0.055718399,Baking Goods,49.6666,1997,,test,0.9248149449153407,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRC24,17.85,0.043458854,Soft Drinks,152.2998,1985,,test,1.6148105857411066,40,OUT019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NCZ05,8.485,0.058461026,Health and Hygiene,102.899,2007,,test,0.9275067610475933,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ57,7.42,0.021607186,Seafood,185.3582,1999,,test,0.9404827490737019,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX11,16.0,0.107355914,Baking Goods,182.5634,2007,,test,1.0047208927454288,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE09,8.775,0.021599298,Fruits and Vegetables,110.8228,2004,,test,0.871399996383411,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
